ID: 2613, English: kneel
-- navel, umbilicus

ID: 4021, English: fascination
-- Her fascination with ancient history led her to pursue a career in archaeology.
-- 彼女の古代史への魅惑が彼女を考古学のキャリアに進ませた。
-- captivation, enchantment, attraction, allure, charm

ID: 4306, English: slaughter
-- The soldiers committed a terrible slaughter of innocent civilians.
-- 兵士たちは無実の市民を恐ろしい虐殺に及ぼした。
-- massacre, butchery, carnage, mass murder, extermination

ID: 4311, English: agonize
-- She would agonize over every decision, big or small.
-- 彼女は大きなことも小さなことも、すべての決定に苦しんだ。
-- suffer, worry, anguish, torment

ID: 4319, English: assassinate
-- The president was assassinated by a lone gunman.
-- 大統領は一人の銃撃手によって暗殺された。
-- murder, kill, execute, slay, eliminate

ID: 4499, English: purge
-- The company decided to purge all the outdated files from the system.
-- 会社はシステムからすべての古いファイルを粛清することに決めた。
-- cleanse, clear, purify, eliminate, remove

ID: 4526, English: enmity
-- The two neighboring countries have a long history of enmity.
-- 隣国同士は長い間敵意を持ってきた。
-- hostility, animosity, antagonism, hatred, rancor

ID: 4681, English: feudal
-- The feudal system was a social and economic structure in medieval Europe.
-- 封建制度は中世ヨーロッパの社会と経済の構造でした。
-- feudalistic, feudatory, lordly, baronial

ID: 4686, English: invest in
-- It's important to invest in your education.
-- 自分の教育に投資することは重要です。
-- put money into, finance, fund, back

ID: 4689, English: damned
-- The damned souls wandered the earth in search of peace.
-- のろわれた魂たちは平和を求めて地上を彷徨った。
-- cursed, doomed, accursed, condemned

ID: 4699, English: redeem
-- I need to redeem this coupon before it expires.
-- このクーポンを期限切れになる前に引き換えなければなりません。
-- exchange, convert, reclaim, recover, rescue

ID: 4704, English: bondage
-- The bondage between the two characters was evident throughout the movie.
-- 2人のキャラクター間の緊縛は映画全体で明らかだった。
-- restraint, captivity, enslavement, confinement

ID: 4713, English: impeach
-- The opposition party is trying to impeach the president.
-- 野党は大統領を弾劾しようとしています。
-- indict, charge, accuse, censure

ID: 4714, English: inexplicable
-- The inexplicable disappearance of the key remains a mystery.
-- 鍵の不可解な消失は謎のままです。
-- unexplainable, unfathomable, incomprehensible, mysterious

ID: 4727, English: reservoir
-- The reservoir provides water for the whole town.
-- 貯水池は町全体に水を供給しています。
-- cistern, lake, pond, tank, basin

ID: 5119, English: prod
-- She prodded him to get up and start working.
-- 彼女は彼に起き上がって仕事を始めるように促した。
-- poke, jab, nudge, stimulate

ID: 5130, English: plebiscite
-- The government decided to hold a plebiscite to determine public opinion on the proposed tax increase.
-- 政府は提案された税金の増額についての国民の意見を決定するために国民投票を行うことを決定しました。
-- referendum, vote, poll

ID: 5133, English: put A aside
-- I need to put aside some money for my vacation.
-- 私は休暇のためにお金を脇に置かなければならない。
-- set aside, keep aside, reserve, save

ID: 5135, English: empathy
-- She showed great empathy towards the victims of the natural disaster.
-- 彼女は自然災害の被害者に対して大きな共感を示しました。
-- compassion, understanding, sensitivity, concern

ID: 5136, English: in hope of
-- She applied for the job in hope of getting a better salary.
-- 彼女は、給料を上げるためにその仕事に応募した。
-- with the expectation of, anticipating, with the aim of, with the intention of

ID: 5141, English: enzyme
-- Enzymes are essential for many biological processes.
-- 酵素は多くの生物学的プロセスに必要です。
-- catalyst, biocatalyst, protein catalyst

ID: 5142, English: circumvent
-- She tried to circumvent the security measures by sneaking in through the back door.
-- 彼女は裏口からこっそり入ることでセキュリティ対策を出し抜こうとした。
-- bypass, evade, dodge, avoid, sidestep

ID: 5144, English: clot
-- The blood clot in his leg caused severe pain.
-- 彼の脚の血の塊は激しい痛みを引き起こした。
-- clump, mass, coagulation, thrombus

ID: 5146, English: foremost
-- Safety is the foremost concern in this workplace.
-- この職場では安全が最も重要な問題です。
-- primary, chief, main, leading, principal

ID: 5147, English: catalyst
-- The new tax law could be a catalyst for economic growth.
-- 新しい税法は経済成長の刺激物となるかもしれません。
-- stimulus, spark, impetus, trigger, motivation

ID: 5152, English: scarcity
-- The scarcity of clean water is a serious issue in many parts of the world.
-- 清潔な水の不足は世界の多くの地域で深刻な問題です。
-- shortage, lack, deficiency, insufficiency

ID: 5153, English: counterfeit
-- He was arrested for attempting to sell counterfeit money.
-- 彼は偽札を売ろうとしたことで逮捕された。
-- fake, forged, phony, imitation, fraudulent

ID: 5155, English: expulsion
-- The expulsion of the student from the school was a result of repeated misbehavior.
-- その生徒の学校からの除名は繰り返された不届きの結果だった。
-- ejection, removal, banishment, deportation

ID: 5163, English: assimilation
-- The assimilation of new immigrants into the local culture is a slow process.
-- 新しい移民の同化は地元の文化に適応する過程です。
-- absorption, integration, incorporation, adoption

ID: 5168, English: compliant
-- The employee was always compliant with company policies.
-- その従業員は常に会社の方針に従順でした。
-- obedient, submissive, docile, tractable, obliging

ID: 5173, English: convent
-- The convent was located in a peaceful countryside setting.
-- 修道院は平和な田舎に位置していた。
-- monastery, abbey, nunnery, cloister

ID: 5182, English: benevolent
-- The benevolent old man always helped his neighbors.
-- その慈悲深い老人はいつも隣人を助けました。
-- kind-hearted, generous, compassionate, charitable, altruistic

ID: 5183, English: communal
-- The communal kitchen is available for all residents to use.
-- 共同のキッチンは全ての住民が利用できます。
-- collective, shared, joint, common, public

ID: 5185, English: destitute
-- The earthquake left many people destitute and homeless.
-- 地震で多くの人々が貧困で家を失った。
-- poor, impoverished, needy, deprived, destitute

ID: 5188, English: sinful
-- She felt guilty for her sinful thoughts.
-- 彼女は罪深い考えに対して罪悪感を感じた。
-- wicked, immoral, evil, unholy

ID: 5204, English: ancestral
-- She inherited the ancestral home from her grandparents.
-- 彼女は祖父母から先祖の家を相続した。
-- hereditary, forefatherly, paternal, foremotherly

ID: 5208, English: expedite
-- We need to expedite the process in order to meet the deadline.
-- 締め切りに間に合わせるためにプロセスを迅速化する必要があります。
-- accelerate, hasten, speed up, facilitate, quicken

ID: 5222, English: renovate
-- The company decided to renovate their office building.
-- 会社はオフィスビルを改修することに決めた。
-- renew, remodel, refurbish, restore, rehabilitate

ID: 5223, English: idealization
-- The idealization of love in romantic movies often sets unrealistic expectations.
-- ロマンチック映画における愛の理想化はしばしば非現実的な期待を抱かせる。
-- idealism, romanticization, glorification

ID: 5229, English: devastation
-- The earthquake caused widespread devastation in the city.
-- 地震は都市で広範囲にわたる荒廃を引き起こした。
-- destruction, ruin, desolation, damage, ruination

ID: 5235, English: crisp
-- The apples were crisp and juicy.
-- りんごは新鮮でジューシーだった。
-- fresh, crunchy, clean, sharp, brisk

ID: 5248, English: paramount
-- Safety is paramount in the workplace.
-- 安全は職場で最重要です。
-- chief, principal, foremost, primary, dominant

ID: 5250, English: continuation
-- The continuation of the project is uncertain at this point.
-- プロジェクトの継続はこの時点では不確かです。
-- extension, prolongation, perseverance, continuance, sustainment

ID: 5259, English: nitrogen
-- Nitrogen is a key component of proteins and nucleic acids.
-- 窒素はタンパク質や核酸の主要な成分です。
-- azote, N, atomic number 7

ID: 5265, English: instructive
-- The documentary was very instructive, providing a lot of useful information.
-- そのドキュメンタリーは非常に有益で、多くの有用な情報を提供していました。
-- educational, informative, enlightening, insightful, instructive

ID: 5267, English: metabolism
-- Regular exercise can help boost your metabolism.
-- 定期的な運動はあなたの代謝を活性化するのに役立ちます。
-- metabolic rate, biochemical reactions, metabolic process

ID: 5274, English: multinational
-- The company has a multinational workforce, with employees from many different countries.
-- その会社は多国籍の労働力を持っており、さまざまな国の従業員がいます。
-- international, global, transnational, multinational corporation

ID: 5275, English: tolerant
-- She is very tolerant of other people's mistakes.
-- 彼女は他人の間違いをとても寛容に受け入れる。
-- patient, forgiving, lenient, permissive, open-minded

ID: 5278, English: microbial
-- The microbial population in the soil is essential for plant growth.
-- 土壌中の微生物の集団は植物の成長に不可欠です。
-- bacterial, microorganism-related, microbe-related

ID: 5280, English: hold out
-- I can't hold out much longer.
-- もうあまり持ちこたえられない。
-- endure, persevere, sustain, persist

ID: 5292, English: replicate
-- The scientists were able to replicate the results of the experiment in their own lab.
-- 科学者たちは自分たちの研究室で実験の結果を再現することができました。
-- reproduce, copy, duplicate, recreate, imitate

ID: 5294, English: burglar
-- The burglar broke into the house and stole some jewelry.
-- 強盗が家に押し入り、宝石を盗んだ。
-- thief, robber, intruder, criminal

ID: 5297, English: feasible
-- It is not feasible to complete the project within the given time frame.
-- 与えられた時間枠内でプロジェクトを完了することは実行可能ではありません。
-- practical, viable, workable, possible, achievable

ID: 5299, English: squalor
-- The apartment was in a state of squalor, with garbage and filth everywhere.
-- そのアパートはゴミと汚物が至る所にある不潔な状態だった。
-- filth, dirtiness, foulness, grubbiness, uncleanliness

ID: 5300, English: cramped
-- The cramped living conditions in the city were unbearable.
-- 都市の狭苦しい生活条件は耐えられなかった。
-- confined, crowded, cramped, narrow, tight

ID: 5306, English: sustenance
-- Fresh water is essential for the sustenance of life.
-- 生命の維持には淡水が不可欠です。
-- nourishment, nutrition, food, provisions, sustentation

ID: 5307, English: aptly
-- She aptly demonstrated her leadership skills during the crisis.
-- 彼女は危機中に適切にリーダーシップのスキルを示した。
-- appropriately, suitably, properly, correctly

ID: 5313, English: smear
-- She used a sponge to smear the paint across the canvas.
-- 彼女はスポンジを使ってキャンバスに塗料を塗りました。
-- spread, daub, smudge, coat, cover

ID: 5314, English: wedge
-- She used a wedge to prop open the door.
-- 彼女はドアを固定するためにくさびを使った。
-- wedge-shaped object, block, cuneiform

ID: 5315, English: despicable
-- His despicable behavior towards his colleagues was unforgivable.
-- 彼の同僚に対する卑劣な振る舞いは許しがたいものだった。
-- vile, abhorrent, disgusting, reprehensible, contemptible

ID: 5317, English: anecdotal
-- The evidence is purely anecdotal and cannot be relied upon.
-- その証拠は純粋に逸話的であり、信頼できません。
-- unverified, unsubstantiated, hearsay, unconfirmed

ID: 5318, English: whitewash
-- The walls were covered in a fresh coat of whitewash.
-- 壁は新しいしっくいで覆われていた。
-- whitewashing, lime wash, calcimine

ID: 5319, English: appalling
-- The conditions in the factory were appalling.
-- その工場の状態はぞっとするようなものだった。
-- dreadful, horrible, shocking, disturbing, awful

ID: 5320, English: fraternity
-- The fraternity among the soldiers was evident in their willingness to help each other.
-- 兵士たちの友愛は、お互いを助け合う意欲から明らかだった。
-- brotherhood, camaraderie, companionship, fellowship

ID: 5321, English: supplant
-- The new technology will supplant the old methods.
-- 新しいテクノロジーが古い方法を取って代わるだろう。
-- replace, displace, substitute, usurp, oust

ID: 5335, English: hunch
-- I have a hunch that something is not right.
-- 何かがうまくいっていないという直感があります。
-- intuition, instinct, feeling, premonition

ID: 5336, English: morbid
-- The morbid atmosphere of the hospital made me feel uneasy.
-- 病院の病的な雰囲気が私を不安にさせた。
-- unhealthy, sickly, depressing, macabre

ID: 5337, English: forensic
-- The forensic evidence was crucial in solving the case.
-- 法医学的証拠は事件解決において極めて重要だった。
-- legal, judicial, courtroom, legalistic

ID: 5340, English: forefront
-- The new technology is at the forefront of medical research.
-- 新しい技術は医学研究の最前部にあります。
-- vanguard, front line, cutting edge, leading position, forefront

ID: 5342, English: staunch
-- She remained staunch in her support for the cause.
-- 彼女はその理念を支持し続けた。
-- loyal, faithful, steadfast, unwavering, resolute

ID: 5351, English: reimbursement
-- The company will provide reimbursement for travel expenses.
-- 会社は旅費の返金を提供します。
-- repayment, compensation, refund, repayment, compensation

ID: 5362, English: versatile
-- She is a versatile actress who can play both comedic and dramatic roles.
-- 彼女はコメディックな役からドラマチックな役まで演じることができる多才な女優です。
-- adaptable, flexible, multifaceted, resourceful, all-around

ID: 5371, English: esoteric
-- The professor's lectures were often filled with esoteric references that were difficult for the students to understand.
-- その教授の講義はしばしば学生にとって理解しにくい秘儀的な言及で満ちていた。
-- arcane, mysterious, obscure, cryptic, enigmatic

ID: 5377, English: peg
-- She used a peg to hang up her laundry.
-- 彼女は洗濯物を干すためにくぎを使いました。
-- nail, spike, pin, fastener

ID: 5384, English: mundane
-- The mundane tasks of everyday life can sometimes feel overwhelming.
-- 日常生活の平凡な仕事は時々圧倒的に感じることがあります。
-- ordinary, routine, common, dull, unexciting

ID: 5386, English: logistics
-- The company is responsible for the logistics of transporting goods to the warehouse.
-- その会社は商品を倉庫まで輸送する物流を担当しています。
-- supply chain management, distribution, transportation

ID: 5390, English: mandatory
-- Wearing a helmet is mandatory when riding a bike in this city.
-- この街では自転車に乗る際にヘルメットの着用が義務付けられています。
-- compulsory, obligatory, required, compulsory, enforced

ID: 5405, English: brutality
-- The brutality of the attack shocked the entire community.
-- 攻撃の残忍さはコミュニティ全体を驚かせた。
-- cruelty, savagery, barbarity, ferocity

ID: 5407, English: successive
-- The company has had three successive quarters of growth.
-- その会社は成長を続けて3四半期連続で成長しています。
-- consecutive, sequential, continuous, uninterrupted

ID: 5417, English: detrimental
-- Smoking is detrimental to your health.
-- 喫煙は健康に悪影響です。
-- harmful, damaging, detrimental, injurious, adverse

ID: 5418, English: modulate
-- She modulated her voice to sound more soothing.
-- 彼女は彼女の声をより穏やかに聞こえるように調整しました。
-- adjust, alter, vary, adapt, change

ID: 5420, English: downright
-- She is a downright honest person.
-- 彼女はまっすぐな正直な人です。
-- straightforward, thorough, consistent

ID: 5427, English: synthesis
-- The synthesis of different ideas led to a new breakthrough in science.
-- 異なる考えの統合が科学の新たなブレークスルーをもたらした。
-- combination, integration, union, amalgamation

ID: 5435, English: allay
-- The soothing music helped to allay her anxiety.
-- 心を和らげるために、癒しの音楽が彼女の不安を和らげるのに役立ちました。
-- alleviate, ease, relieve, calm, soothe

ID: 5437, English: eradicate
-- The government is determined to eradicate poverty in the country.
-- 政府は国内の貧困を根絶する決意をしています。
-- eliminate, wipe out, eradicate, exterminate, annihilate

ID: 5438, English: unintended
-- The unintended consequences of the new law were severe.
-- 新法の意図しない結果は深刻だった。
-- accidental, unplanned, unintentional, unexpected

ID: 5442, English: dent
-- She accidentally made a dent in the car door.
-- 彼女はうっかり車のドアにへこみを作ってしまった。
-- depression, indentation, depression, hollow, pit

ID: 5465, English: midwife
-- The midwife helped deliver the baby.
-- 助産婦が赤ちゃんの出産を手伝いました。
-- obstetrician, birth attendant, childbirth assistant

ID: 5478, English: provocative
-- The artist's work was provocative and challenging.
-- その芸術家の作品は挑発的であり、挑戦的でもあった。
-- stimulating, inflammatory, provoking, challenging

ID: 5482, English: elicit
-- The detective tried to elicit a confession from the suspect.
-- 探偵は容疑者から自白を引き出そうとした。
-- extract, evoke, bring out, obtain

ID: 5485, English: cascade
-- The cascade tumbled down the rocks, creating a beautiful display of water and mist.
-- 小滝は岩を滑り落ち、美しい水と霧のディスプレイを作り出しました。
-- waterfall, cascading water, cataract, fall

ID: 5489, English: paranoia
-- His paranoia made it difficult for him to trust anyone.
-- 彼の妄想症は誰も信じることが難しい状況を作った。
-- delusion, suspicion, mistrust, fear

ID: 5493, English: tacit
-- Their tacit agreement allowed them to work together seamlessly.
-- 彼らの暗黙の了解により、彼らはシームレスに一緒に仕事ができた。
-- implicit, unspoken, understood, implied, silent

ID: 5498, English: coerce
-- The dictator tried to coerce the citizens into supporting his regime.
-- 独裁者は市民を自分の政権を支持するように強制しようとした。
-- compel, force, bully, intimidate, pressure

ID: 5499, English: crusade
-- The king called for a crusade to reclaim the holy land.
-- 王は聖地を取り戻すための聖戦を呼びかけた。
-- campaign, expedition, holy war, jihad

ID: 5502, English: intimidation
-- The intimidation tactics used by the gang were extremely effective.
-- ギャングが使った脅迫戦術は非常に効果的でした。
-- bullying, coercion, threat, menace, intimidation

ID: 5504, English: ail
-- The constant noise from the construction site will ail the residents of the neighborhood.
-- 工事現場からの絶え間ない騒音は近隣住民に苦痛を与えるでしょう。
-- trouble, hurt, afflict, bother, distress

ID: 5512, English: dire
-- The situation in the war-torn country is dire.
-- 戦争で荒廃した国の状況は悲惨だ。
-- dismal, desperate, grim, awful, terrible

ID: 5513, English: unethical
-- It is unethical to use child labor in the production of goods.
-- 商品の生産に児童労働を使用するのは非倫理的です。
-- immoral, dishonest, corrupt, unprincipled

ID: 5515, English: abominable
-- The conditions in the factory were abominable.
-- 工場の状態は忌まわしいものだった。
-- detestable, appalling, horrible, disgusting, repulsive

ID: 5518, English: incremental
-- The company made incremental improvements to their product over time.
-- その企業は時間をかけて製品を徐々に改善しました。
-- gradual, step-by-step, graduated, continuous, incremental

ID: 5520, English: discrepancy
-- There was a discrepancy between the two reports.
-- 二つの報告書の間には食い違いがありました。
-- difference, variation, disparity, inconsistency, disagreement

ID: 5523, English: rue
-- She will rue the day she decided to quit her job.
-- 彼女は仕事を辞めるときの日を後悔するだろう。
-- regret, repent, feel remorse, feel sorry for, feel contrite

ID: 5525, English: absorption
-- The absorption of nutrients from food is essential for good health.
-- 食品からの栄養素の吸収は健康のために不可欠です。
-- assimilation, ingestion, uptake, consumption

ID: 5534, English: footing
-- She lost her footing and fell down the stairs.
-- 彼女は足場を失って階段から転げ落ちた。
-- foothold, foundation, base, grounding

ID: 5540, English: portal
-- The portal to the magical world was hidden in the old library.
-- 魔法の世界への入り口は古い図書館に隠されていました。
-- entrance, gateway, doorway, access, opening

ID: 5541, English: repeatedly
-- He repeatedly asked for her forgiveness.
-- 彼は彼女の許しを繰り返し求めた。
-- again and again, frequently, repeated, continuously, time and again

ID: 5542, English: harry
-- The constant noise from the construction site harried the residents of the neighborhood.
-- 工事現場からの絶え間ない騒音は、近隣住民を悩ませた。
-- harass, annoy, pester, plague, torment

ID: 5543, English: forbidden
-- Smoking is forbidden in this area.
-- このエリアでは喫煙が禁止されています。
-- prohibited, banned, not allowed, barred, outlawed

ID: 5549, English: malignant
-- The doctor discovered a malignant tumor in the patient's lung.
-- 医者は患者の肺に悪性腫瘍があることを発見した。
-- malevolent, evil, wicked, sinister, malign

ID: 5550, English: carcinogen
-- Exposure to this chemical increases the risk of cancer as it is a known carcinogen.
-- この化学物質に曝露すると、発がん物質であるためがんのリスクが高まります。
-- carcinogenic substance, cancer-causing agent, mutagen

ID: 5554, English: invaluable
-- Her experience was invaluable in helping us solve the problem.
-- 彼女の経験は、私たちが問題を解決するのに貴重でした。
-- priceless, precious, inestimable, inexhaustible

ID: 5556, English: ubiquitous
-- Mobile phones have become ubiquitous in modern society.
-- 携帯電話は現代社会で遍在しています。
-- pervasive, omnipresent, everywhere, universal

ID: 5568, English: animosity
-- There was a lot of animosity between the two rival teams.
-- ライバルチーム間には多くの敵意があった。
-- hostility, antagonism, hatred, enmity, bitterness

ID: 5577, English: giant
-- The giant tree cast a shadow over the entire garden.
-- 巨大な木が庭全体に影を投げかけた。
-- enormous, massive, huge, immense, colossal

ID: 5582, English: lava
-- The volcano erupted, sending a river of lava flowing down the mountainside.
-- 火山が噴火し、溶岩の川が山腹を流れていった。
-- magma, molten rock

ID: 5587, English: adamant
-- She was adamant about her decision to quit her job.
-- 彼女は仕事を辞めるという決断に断固としていた。
-- determined, resolute, unyielding, inflexible

ID: 5591, English: exorbitant
-- The price of the new iPhone is exorbitant.
-- 新しいiPhoneの価格は法外だ。
-- excessive, extreme, outrageous, unreasonable

ID: 5592, English: depletion
-- The depletion of natural resources is a major concern for environmentalists.
-- 自然資源の枯渇は環境保護活動家にとって重大な懸念です。
-- exhaustion, consumption, decrease, diminishment, drainage

ID: 5612, English: sunburn
-- I got a bad sunburn at the beach yesterday.
-- 昨日、ビーチでひどい日焼けをしました。
-- sun tan, tan, sun damage

ID: 5614, English: venerable
-- The old library is a venerable institution in the town.
-- その古い図書館は町の由緒ある施設です。
-- respected, honored, esteemed, dignified, revered

ID: 5615, English: play up
-- She tends to play up her achievements in front of her boss.
-- 彼女は上司の前で自分の成果を重視する傾向がある。
-- emphasize, highlight, prioritize

ID: 5617, English: terminology
-- The book explains the terminology used in the field of biology.
-- その本は生物学の分野で使われる用語を説明しています。
-- nomenclature, vocabulary, lexicon, jargon

ID: 5618, English: vault
-- The cathedral had a beautiful vaulted ceiling.
-- 大聖堂には美しいドーム型の天井がありました。
-- dome, arch, ceiling, roof

ID: 5619, English: indicative
-- His tone was indicative of his frustration.
-- 彼の口調は彼の不満を示していた。
-- suggestive, representative, symbolic, denotative

ID: 5623, English: suitor
-- The suitor got down on one knee and proposed to his girlfriend.
-- 求婚者は片膝をついて彼女にプロポーズしました。
-- beau, courter, admirer, wooer

ID: 5624, English: endear
-- She always knows how to endear herself to others.
-- 彼女はいつも他人に愛される方法を知っています。
-- charm, captivate, attract, win over

ID: 5625, English: opportune
-- This is an opportune moment to ask for a raise.
-- 昇給を求める絶好の機会です。
-- timely, well-timed, convenient, favorable, auspicious

ID: 5626, English: proverbial
-- The proverbial early bird catches the worm.
-- ことわざの早起きは三文の得。
-- traditional, time-honored, well-known

ID: 5628, English: wry
-- She gave a wry smile when she heard the news.
-- 彼女はそのニュースを聞いてゆがんだ笑顔を見せた。
-- twisted, distorted, ironic, sarcastic, sardonic

ID: 5629, English: shaggy
-- The shaggy dog needed a haircut.
-- 毛深い犬は散髪が必要だった。
-- hairy, hirsute, furry, shaggy-haired

ID: 5631, English: imperative
-- It is imperative that you finish this report by the end of the day.
-- 今日中にこのレポートを完成させることが重要です。
-- essential, crucial, vital, necessary, mandatory

ID: 5633, English: ornate
-- The bride wore an ornate gown for the wedding.
-- 花嫁は結婚式に華やかなガウンを着ていた。
-- elaborate, fancy, lavish, elaborate, ornamental

ID: 5635, English: molest
-- The paparazzi would constantly molest the celebrity, making it difficult for her to enjoy a normal life.
-- パパラッチは常にその有名人を悩ませ、彼女が普通の生活を楽しむのを難しくしていた。
-- harass, bother, annoy, disturb, aggravate

ID: 5637, English: maritime
-- The country has a strong maritime tradition.
-- その国は強い海事伝統を持っています。
-- nautical, naval, seafaring, oceanic

ID: 5639, English: ascend
-- The hot air balloon began to ascend into the sky.
-- 熱気球が空に昇り始めた。
-- rise, climb, mount, go up, escalate

ID: 5641, English: rant
-- She went on a rant about the terrible service at the restaurant.
-- 彼女はレストランでのひどいサービスについて怒鳴り立てました。
-- diatribe, tirade, harangue, diatribe, outburst

ID: 5642, English: blatant
-- The company's blatant disregard for safety regulations led to a major accident.
-- 会社のあからさまな安全規制無視が大きな事故を引き起こした。
-- obvious, flagrant, overt, unmistakable, glaring

ID: 5644, English: plausible
-- The scientist presented a plausible explanation for the unusual phenomenon.
-- その科学者はその異常な現象のもっともらしい説明を提示した。
-- believable, credible, reasonable, convincing, feasible

ID: 5645, English: reaffirm
-- I need to reaffirm the details before finalizing the contract.
-- 契約を最終的に決定する前に、詳細を再確認する必要があります。
-- confirm, validate, assure, authenticate

ID: 5646, English: delve
-- She decided to delve into the history of her family.
